,index,action,appPackage,category,contactSignificantContext,numberUpdates,p1,p2,p3,p4,p5,p6,posted,postedDayOfWeek,postedTimeOfDay,priority,removed,response,subject,n_embeddings,c_embeddings
228,310,False,googlequicksearchbox,unknown,False,27.687862,0.6375557,-0.12396609,-0.78880215,0.23549597,-0.6107178999999999,0.5173196,1530607454738.086,6,morn,-2,1530608354738.086,medium,unknown,"[-0.15522760152816772, 0.1602586805820465, -0.51402747631073, 0.16599434614181519, -0.1681099385023117, -0.028871824964880943, 0.13573722541332245, -0.05713567137718201, 0.013803940266370773, -0.2558591961860657, -0.366482138633728, 0.10868094861507416, -0.12464041262865067, 0.1609119474887848, 0.30371224880218506, 0.6624284982681274, -0.36736705899238586, -0.056233279407024384, -0.2619503140449524, -0.14056064188480377, -0.11747899651527405, -0.014641880989074707, -0.009463528171181679, -0.2605415880680084, -0.2811245322227478, 0.04202199727296829, -0.1336365044116974, -0.14513806998729706, -0.20098330080509186, 0.18495099246501923, 0.3000860810279846, -0.34738561511039734, -0.18693575263023376, -0.37249454855918884, 0.008464044891297817, -0.013007596135139465, 0.2899177074432373, -0.23858802020549774, 0.0959537997841835, 0.418962299823761, -0.34765884280204773, 0.06668660044670105, -0.4948941469192505, 0.1946016103029251, 0.0861329734325409, 0.561610758304596, -0.4935741722583771, -0.14412091672420502, -0.00046465187915600836, -0.4126763343811035, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
229,252,False,whatsapp,unknown,False,-13.2445965,0.11668016,0.17551735000000002,-0.95223737,0.64180666,1.3360618,1.8741506,1530607754738.086,6,morn,0,1530609074738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
230,255,True,whatsapp,unknown,False,-22.268518,0.47493148,0.31948692,0.65593237,1.3441944000000001,0.6330336,1.7756086999999998,1530607814738.086,6,morn,0,1530608654738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
231,217,False,android update,unknown,False,25.066513,0.4812506,0.3520859,-0.010502778,0.20699547000000001,-0.47449568000000003,0.7750613,1530608594738.086,6,morn,-2,1530608654738.086,immediate,unknown,"[-0.8973738551139832, 0.6662569642066956, -1.012515902519226, 1.5302975177764893, -0.548590362071991, 0.5307856202125549, 1.1027319431304932, 0.6717894673347473, -0.20088951289653778, -0.8641524910926819, -0.326763391494751, 1.8476502895355225, -0.9450554251670837, -0.15653537213802338, -0.8304051756858826, -1.2683509588241577, -1.525343894958496, -1.7016531229019165, 0.04522716999053955, -1.2149426937103271, -1.3065147399902344, 0.14250996708869934, 1.0130329132080078, 0.5330077409744263, -0.8574453592300415, 0.6441009640693665, 0.8011665940284729, 0.4707340598106384, -0.20750004053115845, 1.0819053649902344, -0.7060084342956543, 1.7346009016036987, -0.7875357270240784, -1.448992371559143, -0.7637062668800354, 0.6954373717308044, 1.4498661756515503, 0.12247931957244873, 2.1375908851623535, 0.9723175764083862, 0.20904558897018433, 0.1841038316488266, 0.09314730763435364, -0.7802277207374573, 0.9162952303886414, 0.823856770992279, -1.0720492601394653, -1.3104435205459595, -0.4146607518196106, -0.38081130385398865, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
232,265,True,whatsapp,unknown,False,-17.651398,0.35294193,0.07600016,-0.07217578,0.6370015,0.8689866700000001,1.5980167,1530609074738.086,6,morn,0,1530610334738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
233,266,False,android update,service,False,34.125587,0.11361726400000001,0.5034166,-0.010122411000000001,-0.27687368,-0.39532533000000003,0.14879087,1530610094738.086,6,morn,-2,1530610694738.086,medium,unknown,"[-0.8973738551139832, 0.6662569642066956, -1.012515902519226, 1.5302975177764893, -0.548590362071991, 0.5307856202125549, 1.1027319431304932, 0.6717894673347473, -0.20088951289653778, -0.8641524910926819, -0.326763391494751, 1.8476502895355225, -0.9450554251670837, -0.15653537213802338, -0.8304051756858826, -1.2683509588241577, -1.525343894958496, -1.7016531229019165, 0.04522716999053955, -1.2149426937103271, -1.3065147399902344, 0.14250996708869934, 1.0130329132080078, 0.5330077409744263, -0.8574453592300415, 0.6441009640693665, 0.8011665940284729, 0.4707340598106384, -0.20750004053115845, 1.0819053649902344, -0.7060084342956543, 1.7346009016036987, -0.7875357270240784, -1.448992371559143, -0.7637062668800354, 0.6954373717308044, 1.4498661756515503, 0.12247931957244873, 2.1375908851623535, 0.9723175764083862, 0.20904558897018433, 0.1841038316488266, 0.09314730763435364, -0.7802277207374573, 0.9162952303886414, 0.823856770992279, -1.0720492601394653, -1.3104435205459595, -0.4146607518196106, -0.38081130385398865, -0.2935566008090973, -0.18042093515396118, -0.3136759102344513, -0.8185182213783264, 0.6484047770500183, 0.7961886525154114, -0.4447779953479767, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
234,274,False,whatsapp,unknown,False,2.4488373,-0.34706506,0.82361555,-0.7800266,0.015885454,1.1192032,0.810685,1530610334738.086,6,morn,2,1530610874738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
235,216,False,sky sports,unknown,False,-8.12451,-0.5952628999999999,0.7165125,1.4210826,-0.42573259999999996,-0.11938405,1.0293376,1530610394738.086,6,morn,0,1530610754738.086,medium,unknown,"[0.0075955865904688835, 0.5145739912986755, 0.060143955051898956, 0.038641203194856644, 0.041557468473911285, 0.12427239120006561, 0.011341609992086887, 0.31285640597343445, -0.9329293966293335, 0.1560692936182022, -0.49824732542037964, 0.25762173533439636, -0.1783209890127182, 0.27043238282203674, 0.2130722850561142, -0.12673194706439972, -0.10024281591176987, -0.465950071811676, -0.25422239303588867, 0.0060823834501206875, -0.09058968722820282, -0.059604302048683167, 0.24617740511894226, -0.21819719672203064, -0.26245278120040894, -0.14815787971019745, -0.1875784993171692, 0.1899873912334442, 0.011881174519658089, -0.29566335678100586, 0.19541145861148834, -0.2216644287109375, -0.23511278629302979, -0.257146954536438, -0.06568330526351929, -0.0016171917086467147, 0.2672461271286011, -0.022988783195614815, 0.41071149706840515, -0.09380629658699036, -0.08101995289325714, -0.4593997597694397, -0.11616571992635727, 0.1312674880027771, 0.36771538853645325, 0.2971247136592865, -0.10050854086875916, -0.14829041063785553, -0.5888077616691589, 0.15519097447395325, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
236,298,False,googlequicksearchbox,unknown,False,14.688589,-0.34385785,-0.40990046,-1.3922911,-1.7137668,0.03156444,0.47941747,1530610934738.086,6,morn,0,1530611294738.086,medium,unknown,"[-0.15522760152816772, 0.1602586805820465, -0.51402747631073, 0.16599434614181519, -0.1681099385023117, -0.028871824964880943, 0.13573722541332245, -0.05713567137718201, 0.013803940266370773, -0.2558591961860657, -0.366482138633728, 0.10868094861507416, -0.12464041262865067, 0.1609119474887848, 0.30371224880218506, 0.6624284982681274, -0.36736705899238586, -0.056233279407024384, -0.2619503140449524, -0.14056064188480377, -0.11747899651527405, -0.014641880989074707, -0.009463528171181679, -0.2605415880680084, -0.2811245322227478, 0.04202199727296829, -0.1336365044116974, -0.14513806998729706, -0.20098330080509186, 0.18495099246501923, 0.3000860810279846, -0.34738561511039734, -0.18693575263023376, -0.37249454855918884, 0.008464044891297817, -0.013007596135139465, 0.2899177074432373, -0.23858802020549774, 0.0959537997841835, 0.418962299823761, -0.34765884280204773, 0.06668660044670105, -0.4948941469192505, 0.1946016103029251, 0.0861329734325409, 0.561610758304596, -0.4935741722583771, -0.14412091672420502, -0.00046465187915600836, -0.4126763343811035, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
237,223,False,whatsapp,unknown,False,12.367203,0.07710366,0.30991945,-0.8182215700000001,1.3333924,0.8734881999999999,0.4220678,1530611174738.086,6,morn,0,1530611654738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
238,313,False,android update,unknown,False,-4.794849,-1.0907257,0.12507519,-0.13509807000000001,0.13150321,0.46347449999999996,0.6653806999999999,1530611534738.086,6,morn,0,1530613214738.086,medium,unknown,"[0.16423377394676208, 0.2691446542739868, -0.16790075600147247, -0.05466542765498161, -0.14260368049144745, 0.18341641128063202, 0.06063052639365196, -0.12740398943424225, -0.6745337247848511, -0.07134629786014557, 0.3227729797363281, 0.02931499108672142, -0.2447340041399002, -0.4122459888458252, 0.05861465632915497, -0.07372989505529404, -0.11789678782224655, -0.09998656809329987, -0.27182263135910034, -0.08969856798648834, 0.1377621591091156, -0.27001839876174927, 0.15919071435928345, 0.18479673564434052, -0.32944709062576294, 0.939065158367157, 0.26573115587234497, 0.011658839881420135, -0.33556634187698364, 0.046865735203027725, -0.05503194406628609, -0.3548019528388977, 0.1943671703338623, 0.11354081332683563, 0.2468264251947403, 0.12878985702991486, -0.1382901966571808, 0.3786422610282898, 0.16315534710884094, 0.09995955973863602, 0.2354549914598465, -0.4700298011302948, -0.19450657069683075, -0.10211597383022308, 0.1050650104880333, 0.5071796178817749, -0.15295152366161346, -0.1655149757862091, -0.045691076666116714, -0.3926009237766266, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
239,233,True,whatsapp,unknown,False,-0.44567478,-0.93944114,1.1011988,0.08283976500000001,-0.46779355,0.45699444,0.23008648,1530611594738.086,6,morn,1,1530612194738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
240,303,False,whatsapp,unknown,False,14.717521,0.0124237845,1.6781801,-0.17656726,1.0120245,1.0498874,-0.62174183,1530611894738.086,6,morn,0,1530613634738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
241,290,False,android update,unknown,False,10.566985,1.23234,-0.43968374,0.0008354373000000001,0.4447577,-0.6663977999999999,-0.21411893,1530613454738.086,6,morn,0,1530613634738.086,short,unknown,"[-0.8973738551139832, 0.6662569642066956, -1.012515902519226, 1.5302975177764893, -0.548590362071991, 0.5307856202125549, 1.1027319431304932, 0.6717894673347473, -0.20088951289653778, -0.8641524910926819, -0.326763391494751, 1.8476502895355225, -0.9450554251670837, -0.15653537213802338, -0.8304051756858826, -1.2683509588241577, -1.525343894958496, -1.7016531229019165, 0.04522716999053955, -1.2149426937103271, -1.3065147399902344, 0.14250996708869934, 1.0130329132080078, 0.5330077409744263, -0.8574453592300415, 0.6441009640693665, 0.8011665940284729, 0.4707340598106384, -0.20750004053115845, 1.0819053649902344, -0.7060084342956543, 1.7346009016036987, -0.7875357270240784, -1.448992371559143, -0.7637062668800354, 0.6954373717308044, 1.4498661756515503, 0.12247931957244873, 2.1375908851623535, 0.9723175764083862, 0.20904558897018433, 0.1841038316488266, 0.09314730763435364, -0.7802277207374573, 0.9162952303886414, 0.823856770992279, -1.0720492601394653, -1.3104435205459595, -0.4146607518196106, -0.38081130385398865, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
242,311,False,android update,unknown,False,6.727211,-0.7480557,0.20978099,-1.0293725,-0.22608094,-0.5321177,-0.18828487,1530613694738.086,6,morn,0,1530614474738.086,medium,unknown,"[-0.8973738551139832, 0.6662569642066956, -1.012515902519226, 1.5302975177764893, -0.548590362071991, 0.5307856202125549, 1.1027319431304932, 0.6717894673347473, -0.20088951289653778, -0.8641524910926819, -0.326763391494751, 1.8476502895355225, -0.9450554251670837, -0.15653537213802338, -0.8304051756858826, -1.2683509588241577, -1.525343894958496, -1.7016531229019165, 0.04522716999053955, -1.2149426937103271, -1.3065147399902344, 0.14250996708869934, 1.0130329132080078, 0.5330077409744263, -0.8574453592300415, 0.6441009640693665, 0.8011665940284729, 0.4707340598106384, -0.20750004053115845, 1.0819053649902344, -0.7060084342956543, 1.7346009016036987, -0.7875357270240784, -1.448992371559143, -0.7637062668800354, 0.6954373717308044, 1.4498661756515503, 0.12247931957244873, 2.1375908851623535, 0.9723175764083862, 0.20904558897018433, 0.1841038316488266, 0.09314730763435364, -0.7802277207374573, 0.9162952303886414, 0.823856770992279, -1.0720492601394653, -1.3104435205459595, -0.4146607518196106, -0.38081130385398865, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
243,244,True,whatsapp,unknown,False,2.0580444,0.16570503,-0.17787218,0.7166686999999999,-0.5524916,-0.20411006,0.21102849,1530614354738.086,6,morn,0,1530615194738.086,medium,unknown,"[0.1988324671983719, 0.010035494342446327, -0.02777530811727047, -0.12013517320156097, -0.131544291973114, 0.056838687509298325, 0.0267773550003767, -0.08017965406179428, -0.08156361430883408, 0.1054358184337616, -0.2383010983467102, -0.5886416435241699, -0.05603644251823425, -0.08648607134819031, 0.08949396014213562, 0.11257611215114594, 0.24009071290493011, 0.05017862841486931, 0.19768448173999786, -0.09610418230295181, 0.06501158326864243, 0.006978239864110947, -0.2353954315185547, -0.03225647285580635, 0.08558981120586395, -0.09908807277679443, -0.04560454934835434, -0.0017780906055122614, -0.02545516937971115, 0.05686108395457268, -0.1048756092786789, -0.39048850536346436, 0.021501217037439346, 0.5179013013839722, 0.08593878895044327, 0.016632964834570885, -0.31265872716903687, 0.004846451338380575, -0.2058350294828415, -0.024987323209643364, 0.08240312337875366, -0.24793978035449982, -0.0060980492271482944, -0.03438890352845192, -0.3235475420951843, -0.18448691070079803, 0.2655058205127716, 0.14361725747585297, -0.15806566178798676, 0.3821435868740082, -0.25306129455566406, -0.8671806454658508, 0.09312500804662704, -0.07886325567960739, -0.2133556753396988, -0.06983808428049088, 0.346243292093277, -0.06983577460050583, -0.2529163956642151, 0.019473040476441383, 0.06371397525072098, -0.19701731204986572, 0.34813329577445984, 0.0063249110244214535, 0.07495183497667313, -0.0797000452876091, 0.21125808358192444, 0.17063601315021515, -0.6540923118591309, 0.38285526633262634, 0.03877948224544525]","[0.40348324179649353, 0.33928772807121277, 0.12644675374031067, -0.2951228618621826, 0.9536911845207214, 0.4279000461101532]"
